           0,         1691, 0x0000000
       32295,         1693, 0x0000004
       32296,         1694, 0x0000005
       32298,         1695, 0x0000006
       32300,         1696, 0x000000a
       32302,         1697, 0x000000d
       32304,         1698, 0x0000011
       32305,         1699, 0x0000012
